gn:id,gp:id_factual,gp:id_blackmad,reason
2966375,20074491,559841,mismatch
126181,2237320,2237162,mismatch
112181,2237322,2236267,mismatch
3467452,442238,456116,mismatch
3937201,419579,420350,mismatch
1734705,56116280,1154796,mismatch
1655070,1140584,1139846,mismatch
7287405,20104591,12684408,mismatch
5398582,55815392,23508007,mismatch
2686231,900895,900901,mismatch
7285769,785097,12684909,mismatch
7285196,785096,12684908,mismatch
3663602,461276,438984,mismatch
4885755,55830340,55831783,mismatch
2644813,25880,25883,mismatch
3126213,20221314,29371147,mismatch
3107775,763718,775794,mismatch
3827409,55899493,55903984,mismatch
4872862,55822959,55822927,mismatch
1791249,12686884,2149769,mismatch
3036459,29331837,576972,mismatch
6360686,22661310,12688561,mismatch
6360698,22661316,12688574,mismatch
3665016,456803,424614,mismatch
6348965,55816789,55817338,mismatch
2930778,647729,12624583,mismatch
2962157,561918,20073252,mismatch
2966233,559913,20073764,mismatch
2966230,559916,20073618,mismatch
4302561,2429232,2459845,mismatch
261104,951463,951429,mismatch
3448339,451114,451004,mismatch
1275701,2278375,2295207,mismatch
5095194,55836420,55836560,mismatch
4994368,55828812,23494351,mismatch
3060412,29402204,819252,mismatch
5802619,23498069,55817535,mismatch
2841128,691169,12623864,mismatch
3016058,22527948,592848,mismatch
2978241,22527947,625747,mismatch
4901331,55831773,55830285,mismatch
3401941,429903,429902,mismatch
3078773,786719,12605274,mismatch
2817736,702112,12634474,mismatch
7286814,20103654,24544635,mismatch
3623454,58482,26809012,mismatch
5095728,23489950,55836617,mismatch
5366577,55814581,55815046,mismatch
2933897,646276,12623277,mismatch
4748847,55840275,23505386,mismatch
2417632,1337547,56061018,mismatch
3664684,456973,56125205,mismatch
3471012,456757,450817,mismatch
140489,2220246,2254444,mismatch
1162821,2210139,2211554,mismatch
8152432,28737673,28737672,mismatch
4692513,55826869,23506138,mismatch
2873220,15002704,12622803,mismatch
3664078,56123414,435226,mismatch
2978524,625490,625491,mismatch
4035783,1064109,1064066,mismatch
2521245,20220824,753905,mismatch
5269478,55832092,55831207,mismatch
5335557,55813159,55812751,mismatch
129762,2254756,2232812,mismatch
129689,2254759,2229871,mismatch
2202064,1063314,1064107,mismatch
2745673,28995303,734188,mismatch
2965506,20071587,560268,mismatch
1234808,2183022,2189695,mismatch
2961516,20073734,562212,mismatch
1611234,55945809,1225952,mismatch
261158,951379,951374,mismatch
2920967,12634672,652316,mismatch
1607418,1226333,56125450,mismatch
5116118,2396381,55960569,mismatch
4252865,55823400,55831970,mismatch
5516878,55828207,23505275,mismatch
6317595,56125105,26803852,mismatch
4907728,55831766,55823460,mismatch
3981145,149994,150158,mismatch
2190360,56017595,2348687,mismatch
1515229,2266610,2266294,mismatch
7285595,20101417,12683486,mismatch
3056495,29401189,823397,mismatch
4883276,55831763,55824348,mismatch
3388435,450622,450623,mismatch
6360630,12690178,761989,mismatch
2732595,750732,750731,mismatch
2732591,750730,750738,mismatch
2942866,641903,641901,mismatch
3515438,149589,149588,mismatch
2204582,1062932,1062938,mismatch
2204582,1062936,1062938,mismatch
265502,965859,945105,mismatch
256075,965854,958836,mismatch
5356486,55815879,55814924,mismatch
6355864,12691184,20222358,mismatch
124606,2254932,2238937,mismatch
1712899,1173212,1173210,mismatch
4535213,55825398,55825226,mismatch
2861232,680918,12623193,mismatch
3464724,431119,457122,mismatch
3940238,420421,418850,mismatch
3940238,420422,418850,mismatch
3940238,420423,418850,mismatch
3933296,420426,419102,mismatch
3933284,420425,419105,mismatch
1679429,2346718,2346785,mismatch
3118812,764905,12691104,mismatch
130942,2254683,2231382,mismatch
2754004,730174,730173,mismatch
5165241,55834520,55833942,mismatch
2981839,622852,622841,mismatch
2264440,746218,55868088,mismatch
2220722,56122418,1305964,mismatch
1176368,2198246,2198247,mismatch
5395437,23507895,55814956,mismatch
1176368,2198249,2198247,mismatch
1176368,2198248,2198247,mismatch
7130674,55820039,55818951,mismatch
625011,828224,828688,mismatch
6317835,56123241,56073636,mismatch
2777991,541827,23406075,mismatch
2994547,610992,22656935,mismatch
5718586,55818015,55817216,mismatch
1726716,1162508,1162506,mismatch
64937,1515903,1425213,mismatch
8161714,28737163,28737160,mismatch
2963490,20074524,20074525,mismatch
5368361,2442047,55970395,mismatch
2927917,649296,12623070,mismatch
1181687,2193520,2193516,mismatch
1181682,2193524,22723196,mismatch
1519941,2264458,2261216,mismatch
3170259,20149826,12681207,mismatch
3392001,443835,443836,mismatch
2747227,733383,732267,mismatch
120074,2237020,2228377,mismatch
723872,821644,29402052,mismatch
2733807,29382100,55867407,mismatch
733642,834686,834687,mismatch
3650273,375863,420035,mismatch
3659814,375861,26810006,mismatch
3657919,375860,26809983,mismatch
3621631,59595,26809249,mismatch
6954914,56073551,56067219,mismatch
3880992,346900,26794269,mismatch
3708948,26793193,157061,mismatch
401578,2241595,2255010,mismatch
3120018,12691132,762973,mismatch
4162027,55841718,55841702,mismatch
3009510,598139,598138,mismatch
3663694,437490,457195,mismatch
4710407,23507038,55826369,mismatch
2440921,1383391,1381816,mismatch
7286292,28996943,28997177,mismatch
2777459,12674544,545245,mismatch
2659451,783517,12684087,mismatch
2659453,783516,20103319,mismatch
2112319,28379192,28413163,mismatch
3488402,110067,110066,mismatch
7872603,12675536,551163,mismatch
7873670,12675539,551153,mismatch
5160699,55834670,55834669,mismatch
4898597,55831454,55830569,mismatch
4914764,55831456,55830895,mismatch
7193668,23493204,55836730,mismatch
3055287,812286,55848149,mismatch
3001797,605574,605573,mismatch
5406122,55814091,55814643,mismatch
3143636,862460,862462,mismatch
3460450,436263,436261,mismatch
3111078,12695003,772442,mismatch
3648546,26805603,468389,mismatch
3627635,26805609,468665,mismatch
3627360,26805607,468364,mismatch
2204582,1062937,1062938,mismatch
584627,1951671,1951728,mismatch
3109414,774158,774157,mismatch
3011036,20181041,596924,mismatch
2978825,20202750,625204,mismatch
3401845,430068,429977,mismatch
2814448,12634850,703788,mismatch
2659100,12684236,783820,mismatch
2902370,12623397,660950,mismatch
6358984,775769,12694113,mismatch
98198,1972133,1972488,mismatch
98198,1972132,1972488,mismatch
3521051,55910441,137683,mismatch
3459088,459910,456609,mismatch
3458966,459917,437559,mismatch
2959766,633251,12624202,mismatch
2657586,20093929,10506,mismatch
3682232,356576,419949,mismatch
3104307,768649,779079,mismatch
2644178,26769,26770,mismatch
3166540,20143919,715497,mismatch
662874,883567,883553,mismatch
1796663,12685760,2139966,mismatch
216199,1286853,1473793,mismatch
5335884,55814621,55815794,mismatch
2511459,29372776,29372805,mismatch
3161949,857031,857030,mismatch
4912292,55830735,55832910,mismatch
3457093,440363,460077,mismatch
5406509,55814710,23508275,mismatch
2858424,682704,12622805,mismatch
2807825,12624121,707079,mismatch
3712505,155552,26793489,mismatch
2265332,744892,744891,mismatch
2847003,12623537,688632,mismatch
2961787,20073922,562091,mismatch
1515662,2266739,2265895,mismatch
1516240,2266736,2265344,mismatch
1515402,2266731,2266169,mismatch
2029784,2266735,2266098,mismatch
2028606,2266730,2266547,mismatch
5425257,55818992,55818891,mismatch
2962570,20072996,561716,mismatch
2962976,20072990,561518,mismatch
3108118,775406,775408,mismatch
3531556,55911003,55912245,mismatch
6357563,778084,12690612,mismatch
3408360,458308,435607,mismatch
3515349,149682,149684,mismatch
3179664,29344064,713239,mismatch
3179705,29344063,713224,mismatch
2338385,1394459,1394458,mismatch
2799570,968760,12602590,mismatch
5198202,55835953,55835276,mismatch
723143,29399499,823208,mismatch
3662266,439577,439583,mismatch
3461425,455455,435450,mismatch
3663652,438540,438547,mismatch
2780799,547446,20095174,mismatch
3111009,20221015,772504,mismatch
4764112,55840453,55840504,mismatch
3000223,606958,606957,mismatch
5399116,55815561,23502748,mismatch
5335557,55815564,55812751,mismatch
2857075,12635505,683379,mismatch
2868992,12635500,676345,mismatch
2850446,12635507,686869,mismatch
1703792,1200006,56121266,mismatch
1692781,1200005,1188499,mismatch
1696683,1200004,1185598,mismatch
3037859,575957,575956,mismatch
3983820,146879,146882,mismatch
2738193,742792,55868006,mismatch
3649880,26810655,376326,mismatch
312001,56043142,2344210,mismatch
7287135,20104185,20075404,mismatch
2640514,31586,31584,mismatch
2854575,684697,12623125,mismatch
4897765,55830773,55833043,mismatch
7151012,55830004,55830293,mismatch
5360566,55814479,55815563,mismatch
2739482,55867851,29385932,mismatch
2799586,968903,12602782,mismatch
3130567,12695410,751843,mismatch
7670459,20104658,28997191,mismatch
126089,2237169,2236601,mismatch
6357682,12688895,757793,mismatch
1805680,2133709,12685489,mismatch
1806445,2133708,12685486,mismatch
3074204,790799,12609319,mismatch
3315162,23695252,20074529,mismatch
3947025,420293,419442,mismatch
4907728,55823414,55823460,mismatch
2818632,12635360,701568,mismatch
2829701,12635369,696249,mismatch
2836615,693059,12635105,mismatch
3988214,55891912,141150,mismatch
122939,2240988,2240986,mismatch
4681479,55826907,23505632,mismatch
5356773,55813243,55814210,mismatch
617335,481363,480295,mismatch
3459495,456293,56125203,mismatch
2658787,784048,12684349,mismatch
6362907,770885,12690047,mismatch
2874157,12622739,673545,mismatch
3112772,770883,20219890,mismatch
2890616,12622737,665890,mismatch
5408438,23508382,55814564,mismatch
7286616,12684064,783470,mismatch
2961231,562342,20073365,mismatch
2961224,562347,20072923,mismatch
5258979,55832035,23496644,mismatch
7126351,55832031,55832325,mismatch
2853855,12622726,685003,mismatch
2866561,677437,12623710,mismatch
1145511,1935223,1918161,mismatch
2962565,561719,20074438,mismatch
2962573,561715,20071784,mismatch
2962575,561713,20074210,mismatch
2962569,561717,20072704,mismatch
3468448,426632,426551,mismatch
4843986,55837511,23508105,mismatch
6957910,921858,932531,mismatch
3703068,26793280,26793295,mismatch
3703745,26793284,159278,mismatch
1525260,2264283,2264284,mismatch
6357614,12693789,767493,mismatch
6360706,12688582,22661318,mismatch
6360709,12688585,22661320,mismatch
6360708,12688584,29372581,mismatch
6360712,12688588,22661322,mismatch
2658684,784127,12684083,mismatch
2644583,26165,26164,mismatch
2149116,22739374,1105609,mismatch
6348096,55818846,55818735,mismatch
3128559,20220758,753925,mismatch
3183038,12676117,710173,mismatch
6618144,22757707,22756935,mismatch
5324821,55812892,55813235,mismatch
5347431,55812896,55814104,mismatch
5285222,55812895,55814530,mismatch
6094889,23389194,23389195,mismatch
6094889,23389196,23389195,mismatch
7286647,12684152,15001143,mismatch
1700665,56121294,1199500,mismatch
4356011,24875545,55840580,mismatch
141498,2219152,2254409,mismatch
262521,949402,949409,mismatch
1698030,1199563,56121447,mismatch
2962424,20073329,561779,mismatch
2962840,20073322,561591,mismatch
7129161,55831247,55831672,mismatch
5279243,55831249,55832389,mismatch
1736376,1154757,56014198,mismatch
1527513,1969629,1969965,mismatch
5277166,55832323,55832428,mismatch
2915173,655155,12636577,mismatch
2965780,20072750,560123,mismatch
2965529,20072756,560254,mismatch
6357590,12690418,752706,mismatch
2659833,783202,20075449,mismatch
1524227,2257496,2264385,mismatch
2917578,654126,12635489,mismatch
2964400,20071385,560812,mismatch
1607257,1226119,1225607,mismatch
3995019,134416,55912897,mismatch
4851043,55823028,55823599,mismatch
3024531,586326,22527887,mismatch
1274337,29019814,2292339,mismatch
4858861,23506242,55822673,mismatch
3622195,59181,26809131,mismatch
3439423,56123094,420084,mismatch
5369744,55815089,55814680,mismatch
293253,22725104,1968068,mismatch
2935817,12623659,645295,mismatch
2948147,12623657,639323,mismatch
2347470,56125638,56125649,mismatch
3179674,20115240,713310,mismatch
118994,2218623,2218622,mismatch
3437600,379190,379187,mismatch
2732426,750978,750979,mismatch
264761,946225,960136,mismatch
8152374,28737251,28737250,mismatch
8152374,28737253,28737250,mismatch
8157232,28737259,28737254,mismatch
8157232,28737258,28737254,mismatch
8152374,28737252,28737250,mismatch
4888551,55829957,55830494,mismatch
6356696,12691382,771168,mismatch
6356337,12691381,22661176,mismatch
2151017,28645344,1098389,mismatch
2936974,644726,12634802,mismatch
3109505,774122,774121,mismatch
169417,1947074,1943366,mismatch
3115368,768495,29371739,mismatch
2850705,686732,12622783,mismatch
7151012,55833117,55830293,mismatch
5176345,55834894,55835017,mismatch
2651637,17788,17789,mismatch
5176983,55834898,55833759,mismatch
3068927,795499,12607344,mismatch
1702737,56121434,1199450,mismatch
3622497,26809096,58987,mismatch
4898672,55824343,55822909,mismatch
2806923,12623835,707554,mismatch
2831377,12635406,695426,mismatch
2874263,12635400,673493,mismatch
3274989,12635401,15002712,mismatch
2269410,29381168,739308,mismatch
7287250,12683454,784038,mismatch
7130595,55818614,55818784,mismatch
7732001,55998431,55998432,mismatch
2834955,693696,12634492,mismatch
4888493,55830933,55830295,mismatch
7151012,55830939,55830293,mismatch
2929626,12623782,648375,mismatch
2939345,12623780,643556,mismatch
2924826,12623781,650634,mismatch
3568726,56125589,60225,mismatch
6545124,56125581,20228917,mismatch
2520409,56074194,755752,mismatch
2999786,607300,20181391,mismatch
3119151,763956,763957,mismatch
7286052,20075514,20102121,mismatch
6691326,20075519,785101,mismatch
3010396,597380,597417,mismatch
3010396,597382,597417,mismatch
4561926,55838363,55839130,mismatch
4517941,55833620,55834755,mismatch
2178224,22721825,1099820,mismatch
715302,815768,55848187,mismatch
4889915,55830540,55831022,mismatch
2753174,730559,730560,mismatch
2963697,20071693,561126,mismatch
2963555,20071697,561156,mismatch
2963549,20071698,561159,mismatch
1221549,56558433,28752633,mismatch
2741283,56040673,738521,mismatch
4733405,23507963,55826413,mismatch
3007889,56125538,601129,mismatch
3019940,56125533,589866,mismatch
3010382,56125535,597430,mismatch
8158840,28737862,26198408,mismatch
3145424,861944,861945,mismatch
5405303,55815871,55814794,mismatch
5356486,55815872,55814924,mismatch
3461051,435823,422876,mismatch
6359851,12694894,20223196,mismatch
6359858,12694899,765069,mismatch
6346843,55829978,55831458,mismatch
118187,2246200,2255105,mismatch
3072687,792114,12609558,mismatch
2944178,641249,12624127,mismatch
2783477,12602818,979016,mismatch
2791284,12602815,974245,mismatch
3389680,448298,448297,mismatch
5152043,23505867,55833629,mismatch
3068445,12604434,24930670,mismatch
5406368,55814744,55814025,mismatch
3011332,596742,56042220,mismatch
5400226,55814748,55815659,mismatch
6694975,20108001,20108002,mismatch
7286823,785583,12685165,mismatch
7285609,785586,12685168,mismatch
5330974,56205238,55814265,mismatch
2994294,55965923,611190,mismatch
7873681,12675373,550463,mismatch
2777938,12675376,20095368,mismatch
3658533,376009,26809911,mismatch
2964209,560899,20072865,mismatch
3402529,428958,434449,mismatch
4943721,55837352,55837482,mismatch
2802031,967272,12602584,mismatch
6347454,55821623,55821673,mismatch
3625066,26805401,468505,mismatch
1214520,1047908,56120258,mismatch
3119601,12691211,763516,mismatch
2974806,621970,621971,mismatch
4897800,23510853,55830619,mismatch
3406263,423842,423841,mismatch
801145,1949687,1949686,mismatch
3935636,418992,420389,mismatch
3942957,418769,420240,mismatch
3527877,55912225,55902175,mismatch
3523616,55912227,132892,mismatch
3106059,777272,773991,mismatch
2347330,1387624,1507217,mismatch
2734416,748282,29385222,mismatch
2955527,12622962,635462,mismatch
684846,867300,15001391,mismatch
617482,481196,481223,mismatch
2966053,20071338,559984,mismatch
5132314,55835493,55835866,mismatch
2965239,20073423,560422,mismatch
5410448,23504892,55815375,mismatch
1704333,1199415,1183209,mismatch
2736648,55868885,55868847,mismatch
2928163,649183,12623929,mismatch
3179179,713706,713705,mismatch
4900048,55833183,55829835,mismatch
2982295,620367,12651426,mismatch
4889111,55833194,55830364,mismatch
4901923,55830289,55829772,mismatch
2910575,657290,12623440,mismatch
5166621,55834725,55833881,mismatch
4522920,55834726,55829480,mismatch
779931,858815,858814,mismatch
617187,481515,481516,mismatch
137911,2223234,2223235,mismatch
7287291,12684995,785208,mismatch
7285965,12684992,785197,mismatch
3164960,23388166,725474,mismatch
6361220,12692879,776545,mismatch
4901497,55833191,55830964,mismatch
8156944,28737835,28737836,mismatch
2268772,29383085,29381256,mismatch
5380946,55815189,23507405,mismatch
5285206,55815188,55815421,mismatch
5366713,55815182,55814584,mismatch
4736265,55827497,23503214,mismatch
2078059,28595500,28595889,mismatch
4740173,55827493,55827180,mismatch
4943721,55837741,55837482,mismatch
2791315,974148,974214,mismatch
142363,2218125,2218800,mismatch
142358,2218126,2239444,mismatch
5163397,55834454,55834322,mismatch
3079273,12605198,786277,mismatch
4274557,55824007,55824441,mismatch
6356094,20221777,12693439,mismatch
8052480,1940362,55872661,mismatch
2819167,701193,12634377,mismatch
2513680,12695352,767479,mismatch
8159145,28737537,28737536,mismatch
3527347,55915620,55915610,mismatch
3008842,598653,20181921,mismatch
322673,2343757,55966451,mismatch
2807991,706993,12636598,mismatch
6356145,12693497,22661440,mismatch
3109787,20228020,773829,mismatch
2971740,20180547,629340,mismatch
3518407,149207,144393,mismatch
3006895,599671,20180964,mismatch
1519943,2261213,2264452,mismatch
609657,2261214,2264455,mismatch
1523233,2261218,2264474,mismatch
7126180,55829006,55829166,mismatch
2877460,671915,671914,mismatch
5003229,23507190,55828522,mismatch
3058986,820736,29402112,mismatch
1280957,2145613,12686520,mismatch
1798757,2145615,12686550,mismatch
1520938,2264690,2264689,mismatch
1520878,2264695,2260303,mismatch
2641721,30014,30013,mismatch
2641721,30019,30013,mismatch
1697911,56121255,1199564,mismatch
6347099,55817309,55816357,mismatch
137271,2223859,2254509,mismatch
2652191,17081,17082,mismatch
1166548,2211404,2211405,mismatch
1692781,56121250,1188499,mismatch
2661066,12683277,782197,mismatch
1690315,1190274,1199726,mismatch
2896506,12634675,663353,mismatch
2929353,12634670,648533,mismatch
1724028,56121311,1164588,mismatch
1688275,56121317,1199798,mismatch
1686235,1199848,56121280,mismatch
3113485,770186,770192,mismatch
3024168,586590,55965937,mismatch
4753687,55840258,23505700,mismatch
3119438,12692322,763683,mismatch
7286295,12684849,785008,mismatch
3012608,595339,12662970,mismatch
2659560,783428,12684040,mismatch
5038170,55822178,28349585,mismatch
2659565,783423,12684037,mismatch
3515056,150188,150190,mismatch
5386442,55815277,55815876,mismatch
1170414,2203346,2203513,mismatch
4549274,55825253,23507670,mismatch
4907702,55830855,55830346,mismatch
3407696,421753,421752,mismatch
2836319,12623088,693206,mismatch
6356960,12695423,751439,mismatch
2849170,12623081,687492,mismatch
621468,834601,834602,mismatch
5347374,55814064,55813603,mismatch
5357144,55814063,23506419,mismatch
8282171,831102,831094,mismatch
2801922,967341,20074662,mismatch
6541206,722462,12677664,mismatch
1218436,1936332,1936609,mismatch
5800877,55817294,55816409,mismatch
3032821,22656945,579824,mismatch
6347106,55817296,55816572,mismatch
2783153,979225,12602812,mismatch
2661111,12683244,782155,mismatch
2848175,688005,12623156,mismatch
2848169,688007,12623503,mismatch
1217414,2270003,2270002,mismatch
669610,878565,878564,mismatch
3703346,26793902,26793509,mismatch
6362399,12695223,22661395,mismatch
3449502,56125146,449156,mismatch
2848382,687843,12622809,mismatch
2822563,12635468,699349,mismatch
6316745,56125145,456937,mismatch
2836455,693146,12635429,mismatch
143700,2216852,2242231,mismatch
7187324,55835858,55836923,mismatch
5339038,55815916,55813999,mismatch
5379597,55815919,55813615,mismatch
5354827,55815910,55813351,mismatch
3467512,427948,427953,mismatch
7286105,15001123,12683334,mismatch
6318186,56125207,55944018,mismatch
3127295,29372353,23413486,mismatch
3105893,29372352,777414,mismatch
2833511,694264,12635584,mismatch
2929557,12636538,648426,mismatch
2980271,623889,22656931,mismatch
5346998,55814649,23493094,mismatch
5383130,55814641,55813020,mismatch
5378370,55814640,55814151,mismatch
2851863,15002745,12635458,mismatch
5406653,23508278,55814795,mismatch
145111,2214934,2254268,mismatch
1706750,1199357,1199356,mismatch
3646623,26804778,468165,mismatch
2868782,676464,12625642,mismatch
2749680,732389,732235,mismatch
6348191,55818632,55819146,mismatch
2988975,605611,615374,mismatch
4004198,125632,56075278,mismatch
2760067,727050,727053,mismatch
1681284,1197261,56121346,mismatch
1681272,1197269,56120963,mismatch
6360759,751965,12692524,mismatch
201521,1511307,1511306,mismatch
2521909,752187,12695414,mismatch
1810845,12685324,12685323,mismatch
5039718,55821440,23507274,mismatch
3482656,468530,26804941,mismatch
5269579,55833044,55832684,mismatch
1517136,2263508,2264414,mismatch
3006141,600191,22527907,mismatch
3108377,775144,773246,mismatch
3126902,755597,755601,mismatch
4912980,55830910,55831020,mismatch
7286151,20102320,20075542,mismatch
4900048,55830539,55829835,mismatch
116049,2248764,2248568,mismatch
4906057,55830535,55830132,mismatch
6534201,12690211,22763063,mismatch
3046686,813482,816232,mismatch
2145387,28587749,1106272,mismatch
3009937,483300,483301,mismatch
4200127,55842978,55842699,mismatch
5773175,55819497,55819252,mismatch
2472818,1442561,1441954,mismatch
143070,2217339,2254339,mismatch
8096650,55829542,55828944,mismatch
143073,2217337,2254338,mismatch
143061,2217336,2254336,mismatch
2732491,56040829,29385955,mismatch
2736648,56040828,55868847,mismatch
2660633,12683535,782547,mismatch
2968533,631887,631832,mismatch
2861285,680875,12622746,mismatch
130951,2231374,2254708,mismatch
2332515,56125631,56125632,mismatch
5773001,2381765,2381766,mismatch
2266444,20105164,743462,mismatch
2268608,20105160,740486,mismatch
3042929,807448,817719,mismatch
7286524,20103121,12684867,mismatch
2923549,12622908,651211,mismatch
2957207,12622902,634663,mismatch
2740480,739931,739930,mismatch
3519664,141908,141913,mismatch
2832392,12634747,694921,mismatch
2657978,12684639,784715,mismatch
2802510,20077077,966975,mismatch
7911317,20077076,29375000,mismatch
3453416,444554,56066612,mismatch
1681155,1199944,56121308,mismatch
6346824,55829029,55828770,mismatch
3018880,590677,20218884,mismatch
2926226,12632743,649957,mismatch
2916606,12632746,654943,mismatch
2902731,12632748,660747,mismatch
119888,2244425,2244426,mismatch
1851170,1118275,1117032,mismatch
5160942,55834208,55834191,mismatch
3176722,29336713,715685,mismatch
4519443,55834378,55833652,mismatch
2515922,763452,12690246,mismatch
2721085,886947,886941,mismatch
3621779,59474,26809211,mismatch
140489,2220235,2254444,mismatch
140489,2220232,2254444,mismatch
2886731,12623185,667751,mismatch
2903290,12623181,660505,mismatch
2866593,12623188,677417,mismatch
2866755,12623187,677320,mismatch
2886008,12623183,668094,mismatch
1812589,12687691,2162810,mismatch
1809078,12687692,2162779,mismatch
94298,1979211,1979503,mismatch
2416512,1338153,56061165,mismatch
3469459,427355,425389,mismatch
2036892,12686840,2149760,mismatch
7873279,12674408,546720,mismatch
2964951,20071918,560567,mismatch
2965077,20071911,560497,mismatch
1719395,56121270,1199032,mismatch
4914756,55830068,55829845,mismatch
124292,2239652,2254930,mismatch
124292,2239653,2254930,mismatch
2962045,561956,20072905,mismatch
3164738,12679437,726251,mismatch
2966107,559957,20071546,mismatch
7159924,55829289,55829514,mismatch
5338857,55813895,55812975,mismatch
2733688,749200,749199,mismatch
2685007,895845,901509,mismatch
2518455,12688745,759319,mismatch
2655848,12510148,12510149,mismatch
1692747,56121413,1199671,mismatch
2642039,12510142,12510143,mismatch
3170839,720458,720457,mismatch
3663184,460241,460240,mismatch
2841290,691123,12624160,mismatch
2885850,12623496,668145,mismatch
3107236,12688419,776306,mismatch
5214996,56121227,2502991,mismatch
3116507,767435,770061,mismatch
3656034,26810518,376270,mismatch
3657661,26810519,26810013,mismatch
3388095,461410,451369,mismatch
666761,880587,876492,mismatch
7123403,55830694,55831994,mismatch
6347454,55821099,55821673,mismatch
1793346,12686102,2171288,mismatch
3036460,29329736,55863418,mismatch
5390213,2486770,55970969,mismatch
3978083,137539,55886231,mismatch
2933963,646233,12625680,mismatch
3331429,20151591,20151743,mismatch
5407140,23508316,55815351,mismatch
3168088,722790,22656568,mismatch
7285757,785389,12685079,mismatch
7285301,785388,12685078,mismatch
1688393,56121464,1199795,mismatch
4927746,2512895,2354246,mismatch
2852535,685740,12623080,mismatch
3124828,55965688,757814,mismatch
2966841,20073121,559526,mismatch
3068107,796218,12608350,mismatch
1033356,1558311,1558574,mismatch
2858976,682318,12623714,mismatch
1159262,2255325,2254154,mismatch
110920,2255327,2254250,mismatch
111128,2255322,2253967,mismatch
111130,2255321,2253920,mismatch
8012327,56120919,736198,mismatch
3110161,773296,773295,mismatch
3110161,773297,773295,mismatch
7126358,55832156,55831878,mismatch
3166606,12676432,724136,mismatch
6362369,23388440,22661354,mismatch
128252,2254794,2234180,mismatch
3465749,430074,430073,mismatch
2661852,781537,12682718,mismatch
2661853,781538,12682719,mismatch
2929091,648685,12624073,mismatch
2975767,621232,621233,mismatch
2733302,749689,749688,mismatch
3111733,771863,20222900,mismatch
5356486,55814822,55814924,mismatch
2999642,20202158,607435,mismatch
3582672,57172,57317,mismatch
2263161,748486,748487,mismatch
3696299,418900,420299,mismatch
3938571,418909,420307,mismatch
3696295,418901,420301,mismatch
3056459,823422,29402244,mismatch
5048312,55821139,23507977,mismatch
3109315,774244,12693861,mismatch
6362927,774249,12690056,mismatch
3935246,420396,419603,mismatch
2736869,744938,744937,mismatch
3406196,456073,56125238,mismatch
3470697,456072,56125117,mismatch
4522920,55833876,55829480,mismatch
3699393,418671,420459,mismatch
3937363,418672,420347,mismatch
2924335,12623491,650913,mismatch
2896288,12623494,663436,mismatch
2913631,12623492,655855,mismatch
2659873,12682991,783171,mismatch
134781,2226884,2254593,mismatch
7119101,55821731,55821438,mismatch
6759475,1199617,1199618,mismatch
3119606,12691210,763508,mismatch
4695967,23506312,55827304,mismatch
6356637,12691688,22661190,mismatch
2261624,750773,29384314,mismatch
2261624,750774,29384314,mismatch
5356486,55815857,55814924,mismatch
3057909,29400133,821891,mismatch
725208,29400131,818424,mismatch
3987865,55892360,141643,mismatch
2734662,747951,747950,mismatch
5338983,55813731,55814872,mismatch
2844072,689924,12635403,mismatch
122936,2254975,2240993,mismatch
122986,2254972,2240915,mismatch
122939,2254974,2240986,mismatch
122942,2254973,2242102,mismatch
1160182,2254970,2238787,mismatch
2893186,664796,12623754,mismatch
112601,2252516,2252368,mismatch
112601,2252518,2252368,mismatch
6356338,773756,12691383,mismatch
2884344,668806,12623787,mismatch
2930682,12625692,647769,mismatch
2890168,12625695,666127,mismatch
4005857,123996,55920556,mismatch
140489,2219796,2254444,mismatch
140489,2219794,2254444,mismatch
1513966,2270164,2272567,mismatch
3943374,420467,419504,mismatch
3699393,420460,420459,mismatch
3944567,420463,418718,mismatch
3943374,420468,419504,mismatch
133345,2254641,2228513,mismatch
2849001,687582,12634642,mismatch
7306314,55841324,55842042,mismatch
3117090,766885,773589,mismatch
725283,841031,841036,mismatch
1683877,1199895,56121288,mismatch
7184933,55819207,55819326,mismatch
2268988,739850,55867450,mismatch
3017615,20215096,591688,mismatch
2885479,668297,12632816,mismatch
5380596,23507394,55812776,mismatch
5380658,23507395,55814955,mismatch
5380740,23507399,55814379,mismatch
3126790,20227298,755712,mismatch
7286688,785695,12685239,mismatch
2959992,979784,979993,mismatch
4886900,55830794,55831978,mismatch
4906057,55831832,55830132,mismatch
4914862,55831839,55833264,mismatch
7209941,55816113,55816181,mismatch
2415697,1338610,56061130,mismatch
3394539,457611,440720,mismatch
3456820,457616,56125119,mismatch
6640087,969810,12602355,mismatch
5080008,23503048,55822624,mismatch
6362008,762778,12695800,mismatch
7285814,784848,12684719,mismatch
2964468,560789,20073052,mismatch
2964487,560782,20072857,mismatch
2964482,560784,20072639,mismatch
3391360,445270,445087,mismatch
5391655,55813168,55814762,mismatch
1519938,2264492,2261222,mismatch
2854310,684821,12636167,mismatch
3392431,443713,443696,mismatch
212902,1289928,1289927,mismatch
6355998,775806,12694452,mismatch
6542000,20076893,12680387,mismatch
3691573,420577,420611,mismatch
2198365,1063757,1063413,mismatch
124375,2240842,2215472,mismatch
2852395,685816,12634376,mismatch
4026082,131039,55919641,mismatch
128285,2233939,2254791,mismatch
3075706,12605428,789452,mismatch
6317215,55944380,56125103,mismatch
3076873,12604413,788405,mismatch
